id,country,university
2856,HU,Debrecen University of Agricultural Sciences
2857,HU,Eötvös Lorand University
2858,HU,Esztergom Theological College
2859,HU,Haynal Imre University of Health Sciences Budapest
2860,HU,Hungarian Academy of Craft and Design
2861,HU,Hungarian Academy of Fine Arts Budapest
2862,HU,Hungarian University of Physical Education
2863,HU,Janus Pannonius University
2864,HU,Károl Gáspár University of the Reformed Church
2865,HU,Kodolanyi Janos University College
2866,HU,Kossuth Lajos University
2867,HU,Liszt Ferenc Academy of Music Budapest
2868,HU,Pázmány Péter Catholic University
2869,HU,Reformed Theological Academy of Debrecen
2870,HU,Séchenyi István University
2871,HU,Semmelweis University of Medical Sciences
2872,HU,Szent István University
2873,HU,Technical University of Budapest
2874,HU,University Medical School of Debrecen
2875,HU,University Medical School of Pécs
2876,HU,University of Debrecen
2877,HU,University of Horticulture and Food Industry
2878,HU,University of Miskolc
2879,HU,University of Pannonia
2880,HU,University of Pecs
2881,HU,University of Sopron
2882,HU,University of Szeged
2883,HU,University of Veterinary Science
2884,HU,University of West Hungary
2885,ID,Abfi Institute Perbanas Jakarta
2886,ID,Binus University
2887,ID,Bogor Agricultural University
2888,ID,Institut Sains dan Teknologi Al Kamal
2889,ID,Institut Sains & Teknologi Akprind
2890,ID,Institut Teknologi Adhi Tama Surabaya
2891,ID,Institut Teknologi Bandung
2892,ID,Institut Teknologi Sepuluh Nopember
2893,ID,Institut Teknologi Telkom
2894,ID,Politeknik Negeri Bandung
2895,ID,Politeknik Negeri Jakarta
2896,ID,Politeknik Negeri Lhokseumawe
2897,ID,Politeknik Negeri Malang
2898,ID,Politeknik Negeri Padang
2899,ID,Politeknik Negeri Pontianak
2900,ID,Politeknik Negeri Sambas
2901,ID,Politeknik Negeri Semarang
2902,ID,Politeknik Pos Indonesia
2903,ID,Prasetiya Mulya Business School
2904,ID,Sekolah Tinggi Akuntansi Negara (STAN)
2905,ID,Stie Perbanas Surabaya
2906,ID,STMIK AMIKOM Yogyakarta
2907,ID,STMIK Sinar Nusantara
2908,ID,Swiss German University
2909,ID,Trisakti Institute of Tourism
2910,ID,Unitomo Surabaya
2911,ID,Universitas 17 Agustus 1945 Banyuwangi
2912,ID,Universitas 17 Agustus 1945 Cirebon
2913,ID,Universitas 17 Agustus 1945 Jakarta
2914,ID,Universitas 17 Agustus 1945 Samarinda
2915,ID,Universitas 17 Agustus 1945 Semarang
2916,ID,Universitas 17 Agustus 1945 Surabaya
2917,ID,Universitas Advent Indonesia
2918,ID,Universitas Ahmad Dahlan
2919,ID,Universitas Airlangga
2920,ID,Universitas Amir Hamzah
2921,ID,Universitas Andalas
2922,ID,Universitas Atma Jaya Yogyakarta
2923,ID,Universitas Bakrie
2924,ID,Universitas Bengkulu
2925,ID,Universitas Bhayangkara Jakarta Raya
2926,ID,Universitas Bhayangkara Surabaya
2927,ID,Universitas Bojonegoro
2928,ID,Universitas Brawijaya
2929,ID,Universitas Bunda Mulia Jakarta
2930,ID,Universitas Bung Hatta
2931,ID,Universitas Cenderawasih
2932,ID,Universitas Darma Agung
2933,ID,Universitas Darma Persada
2934,ID,Universitas Dian Nuswantoro
2935,ID,Universitas Diponegoro
2936,ID,Universitas Dr. R. Moestopo
2937,ID,Universitas Gadjah Mada
2938,ID,Universitas Gajayana Malang
2939,ID,Universitas Gunadarma
2940,ID,Universitas Haluoleo
2941,ID,Universitas Hasanuddin
2942,ID,Universitas HKBP Nommensen
2943,ID,Universitas Ibn Chaldun Jakarta
2944,ID,Universitas Ibn Khaldun Bogor
2945,ID,Universitas Indonesia
2946,ID,Universitas Indonusa Esa Unggul
2947,ID,Universitas Islam Bandung
2948,ID,Universitas Islam Indonesia
2949,ID,Universitas Islam Jakarta
2950,ID,Universitas Islam Malang
2951,ID,Universitas Islam Nusantara
2952,ID,Universitas Islam Riau
2953,ID,Universitas Islam Sultan Agung
2954,ID,Universitas Islam Sumatera Utara
2955,ID,Universitas Islam Syekh-Yusuf
2956,ID,Universitas Jambi
2957,ID,Universitas Janabadra
2958,ID,Universitas Jayabaya
2959,ID,Universitas Jember
2960,ID,Universitas Jenderal Achmad Yani
2961,ID,Universitas Jenderal Soedirman
2962,ID,Universitas Katolik Indonesia Atma Jaya
2963,ID,Universitas Katolik Parahyangan
2964,ID,Universitas Katolik Soegijapranoto
2965,ID,Universitas Katolik Widya Karya
2966,ID,Universitas Katolik Widya Manadala
2967,ID,Universitas Kediri
2968,ID,Universitas Khairun
2969,ID,Universitas Klabat
2970,ID,Universitas Komputer Indonesia
2971,ID,Universitas Krisnadwipayana
2972,ID,Universitas Kristen Duta Wacana
2973,ID,Universitas Kristen Indonesia
2974,ID,Universitas Kristen Indonesia Tomohon
2975,ID,Universitas Kristen Krida Wacana
2976,ID,Universitas Kristen Maranatha
2977,ID,Universitas Kristen Petra
2978,ID,Universitas Kristen Satya Wacana
2979,ID,Universitas Lambung Mangkurat
2980,ID,Universitas Lampung
2981,ID,Universitas Lancang Kuning
2982,ID,Universitas Ma Chung
2983,ID,Universitas Madura
2984,ID,Universitas Mahasaraswati Denpasar
2985,ID,Universitas Mahendradatta
2986,ID,Universitas Mataram
2987,ID,Universitas Mercu Buana
2988,ID,Universitas Merdeka Madiun
2989,ID,Universitas Merdeka Malang
2990,ID,Universitas Methodist Indonesia
2991,ID,Universitas Muhammadiyah Jakarta
2992,ID,Universitas Muhammadiyah Jember
2993,ID,Universitas Muhammadiyah Magelang
2994,ID,Universitas Muhammadiyah Makassar
2995,ID,Universitas Muhammadiyah Malang
2996,ID,Universitas Muhammadiyah Mataram
2997,ID,Universitas Muhammadiyah Sumatra Utara
2998,ID,Universitas Muhammadiyah Surakarta
2999,ID,Universitas Muhammadiyah Yogyakarta
3000,ID,Universitas Mulawarman
3001,ID,Universitas Muria Kudus
3002,ID,Universitas Muslim Indonesia
3003,ID,Universitas Narotama
3004,ID,Universitas Nasional Jakarta
3005,ID,Universitas Nasional Pasim
3006,ID,Universitas Negeri Gorontalo
3007,ID,Universitas Negeri Jakarta
3008,ID,Universitas Negeri Makassar
3009,ID,Universitas Negeri Malang
3010,ID,Universitas Negeri Manado
3011,ID,Universitas Negeri Medan
3012,ID,Universitas Negeri Padang
3013,ID,Universitas Negeri Semarang
3014,ID,Universitas Negeri Surabaya
3015,ID,Universitas Negeri Yogyakarta
3016,ID,Universitas Ngurah Rai
3017,ID,Universitas Nusa Cendana
3018,ID,Universitas Padjadjaran
3019,ID,Universitas Pakuan
3020,ID,Universitas Palangka Raya
3021,ID,Universitas Pancasakti Tegal
3022,ID,Universitas Pancasila
3023,ID,Universitas Paramadina Mulya
3024,ID,Universitas Pasundan
3025,ID,Universitas Pattimura
3026,ID,Universitas Pekalongan
3027,ID,Universitas Pelita Harapan
3028,ID,"Universitas Pembangunan Nasional ""Veteran"" East Java"
3029,ID,Universitas Pembangunan Panca Budi
3030,ID,Universitas Pendidikan Indonesia
3031,ID,Universitas Persada Indonesia Y.A.I
3032,ID,Universitas Pesantren Darul Ulum Jombang
3033,ID,Universitas Proklamasi 45
3034,ID,Universitas Putera Batam
3035,ID,Universitas Riau
3036,ID,Universitas Sam Ratulangi
3037,ID,Universitas Sanata Dharma
3038,ID,Universitas Sarjanawiyata Tamansiswa
3039,ID,Universitas Sebelas Maret
3040,ID,Universitas Semarang
3041,ID,Universitas Siliwangi
3042,ID,Universitas Simalungun
3043,ID,Universitas Slamet Riyadi Surakarta
3044,ID,Universitas Sriwijaya
3045,ID,Universitas Sultan Ageng Tirtayasa
3046,ID,Universitas Sumatera Utara
3047,ID,Universitas Surabaya
3048,ID,Universitas Swadaya Gunung Djati
3049,ID,Universitas Syiah Kuala
3050,ID,Universitas Tadulako
3051,ID,Universitas Tanjungpura
3052,ID,Universitas Tarumanagara
3053,ID,Universitas Terbuka Indonesia
3054,ID,Universitas Tidar Magelang
3055,ID,Universitas Trilogi
3056,ID,Universitas Trisakti
3057,ID,Universitas Tunas Pembangunan
3058,ID,Universitas Udayana
3059,ID,Universitas Widya Gama Malang
3060,ID,Universitas Widyatama
3061,ID,Universitas Wijaya Kusuma Purwokerto
3062,ID,Universitas Wijaya Kusuma Surabaya
3063,ID,Universitas Wisnuwardhana
3064,ID,Universitas Yarsi
3065,IE,Athlone Institute of Technology
3066,IE,Carlow Institute of Technology
3067,IE,Cork Institute of Technology
3068,IE,Dublin City University
3069,IE,Dublin Institute for Advanced Studies
3070,IE,Dublin Institute of Technology
3071,IE,Galway Mayo Institute of Technology
3072,IE,Griffith College
3073,IE,"Institue of Technology, Tralee"
